"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NEW YORK,(212) 420-2000,92,7,1,96,89,8,3,93,76,19,5,91,73,22,5,89,,3084,497,16,01/01/2019,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,98,2,0,99,92,6,2,95,91,8,1,96,89,10,1,96,,1608,513,32,01/01/2019,12/31/2019
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 473-1320,98,2,0,99,91,8,1,95,88,11,1,95,88,11,1,95,,1607,461,29,01/01/2019,12/31/2019
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,KINGS,(718) 283-6000,92,7,1,96,86,10,4,91,71,22,7,89,70,26,4,88,,2955,553,19,01/01/2019,12/31/2019
330195,NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,95,4,1,97,92,6,2,95,83,15,2,94,81,17,2,93,,1205,234,19,01/01/2019,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,96,3,1,97,89,8,3,93,84,13,3,94,87,11,2,95,,5126,686,14,01/01/2019,12/31/2019
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,KINGS,(718) 604-5789,92,7,1,96,87,10,3,92,73,22,5,90,70,24,6,87,,1830,324,18,01/01/2019,12/31/2019
330214,NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NEW YORK,(212) 263-7300,97,3,0,98,91,7,2,94,88,11,1,95,89,9,2,95,,3082,689,23,01/01/2019,12/31/2019
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,ONEIDA,(315) 338-7000,96,3,1,98,84,12,4,90,74,22,4,90,74,24,2,90,,917,264,29,01/01/2019,12/31/2019
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,OSWEGO,(315) 349-5511,,,,,,,,,,,,,,,,,4,,,,,
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,ST. LAWRENCE,(315) 764-1711,98,2,0,99,93,6,1,96,79,18,3,92,71,28,1,90,,1656,508,31,01/01/2019,12/31/2019
330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",529 CENTRAL AVENUE,DUNKIRK,NY,14048,CHAUTAUQUA,(716) 366-1111,95,5,0,97,87,10,3,92,68,25,7,88,59,37,4,85,,2295,727,33,01/01/2019,12/31/2019
330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,(315) 255-7011,96,4,0,98,90,8,2,94,75,22,3,91,65,32,3,87,,2619,783,30,01/01/2019,12/31/2019
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111 CLARA BARTON STREET,DANSVILLE,NY,14437,LIVINGSTON,(585) 335-6001,96,4,0,98,92,6,2,95,82,16,2,93,77,21,2,91,,1150,383,33,01/01/2019,12/31/2019
330261,PHELPS MEMORIAL HOSPITAL CENTER,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,(914) 366-3000,99,1,0,99,92,6,2,95,89,9,2,95,87,12,1,95,,1300,346,27,01/01/2019,12/31/2019
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 606-1000,98,2,0,99,92,7,1,95,95,5,0,97,95,4,1,98,,5108,1417,28,01/01/2019,12/31/2019
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,FULTON,(518) 725-8621,97,3,0,98,91,8,1,95,81,16,3,92,73,24,3,90,,3258,987,30,01/01/2019,12/31/2019
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,(585) 275-2121,97,3,0,98,92,7,1,96,87,11,2,94,87,11,2,95,,7602,2318,31,01/01/2019,12/31/2019
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,(914) 681-0600,98,2,0,99,94,5,1,96,91,8,1,96,90,8,2,96,,5079,1459,30,01/01/2019,12/31/2019
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,(607) 274-4401,98,2,0,99,92,7,1,95,87,12,1,94,83,16,1,94,,1234,383,31,01/01/2019,12/31/2019
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,(516) 719-3000,98,2,0,99,92,7,1,96,82,17,1,93,77,22,1,92,,1473,356,24,01/01/2019,12/31/2019
330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,SULLIVAN,(845) 794-3300,98,2,0,99,91,7,2,94,81,17,2,93,72,25,3,89,,2177,510,23,01/01/2019,12/31/2019
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,(631) 444-4000,,,,,,,,,,,,,,,,,4,,,,,
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,QUEENS,(718) 869-7000,92,7,1,96,87,10,3,92,67,27,6,88,63,30,7,84,,1699,270,16,01/01/2019,12/31/2019
331305,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,(607) 746-0300,98,2,0,99,97,2,1,98,88,12,0,95,87,13,0,96,,360,115,32,01/01/2019,12/31/2019
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,(315) 823-5261,98,2,0,99,94,6,0,97,90,9,1,96,85,14,1,94,,1313,500,38,01/01/2019,12/31/2019
331320,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,(518) 254-3456,98,1,1,99,94,4,2,96,87,9,4,93,75,22,3,90,,725,250,35,01/01/2019,12/31/2019
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,(704) 783-3000,97,3,0,98,93,6,1,96,92,7,1,96,87,11,2,95,,2342,491,21,01/01/2019,12/31/2019
340004,HIGH POINT REGIONAL HEALTH SYSTEM,601 N ELM ST,HIGH POINT,NC,27261,GUILFORD,(336) 878-6000,96,3,1,98,91,7,2,94,82,15,3,93,80,17,3,92,,1883,447,24,01/01/2019,12/31/2019
340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,SCOTLAND,(910) 291-7000,97,3,0,98,93,6,1,96,87,11,2,94,81,16,3,92,,2007,444,22,01/01/2019,12/31/2019
340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,WAYNE,(919) 736-1110,98,2,0,99,93,6,1,96,87,12,1,95,79,20,1,93,,2443,746,31,01/01/2019,12/31/2019
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,FORSYTH,(336) 718-5000,97,3,0,98,92,6,2,95,88,10,2,95,88,10,2,95,,5211,1585,30,01/01/2019,12/31/2019
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,ROWAN,(704) 210-5000,98,2,0,99,93,6,1,96,90,9,1,95,82,17,1,93,,1418,351,25,01/01/2019,12/31/2019
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,HENDERSON,(828) 696-1000,98,2,0,99,93,6,1,96,88,11,1,94,87,12,1,95,,5509,2002,36,01/01/2019,12/31/2019
340021,ATRIUM HEALTH CLEVELAND,201 E GROVER ST,SHELBY,NC,28150,CLEVELAND,(704) 487-3000,97,3,0,98,93,6,1,96,88,9,3,94,83,14,3,93,,2543,631,25,01/01/2019,12/31/2019
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,SAMPSON,(910) 592-8511,97,3,0,98,92,6,2,95,80,18,2,92,69,28,3,88,,1662,387,23,01/01/2019,12/31/2019
340027,UNC LENOIR HEALTH CARE,100 AIRPORT RD,KINSTON,NC,28501,LENOIR,(252) 522-7000,97,3,0,98,92,6,2,95,84,14,2,93,79,19,2,92,,1350,406,30,01/01/2019,12/31/2019
340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3814 DUMC  ERWIN RD,DURHAM,NC,27710,DURHAM,(919) 684-8111,97,3,0,98,94,5,1,96,87,11,2,95,90,8,2,96,,2311,636,28,01/01/2019,12/31/2019
340032,CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DR,GASTONIA,NC,28052,GASTON,(704) 834-4891,97,3,0,98,92,6,2,95,88,10,2,95,85,12,3,93,,1764,493,28,01/01/2019,12/31/2019
340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,CALDWELL,(828) 757-5100,97,3,0,98,92,7,1,95,86,11,3,94,81,17,2,93,,2187,543,25,01/01/2019,12/31/2019
340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,ONSLOW,(910) 577-2345,98,2,0,99,94,4,2,96,82,16,2,93,78,20,2,91,,2671,663,28,01/01/2019,12/31/2019
340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,FORSYTH,(336) 716-2011,95,4,1,97,93,6,1,96,84,12,4,93,82,15,3,93,,4890,1126,23,01/01/2019,12/31/2019
340049,NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,27704,DURHAM,(919) 956-9300,97,3,0,98,92,6,2,95,87,11,2,94,90,8,2,96,,2185,692,32,01/01/2019,12/31/2019
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST,LUMBERTON,NC,28359,ROBESON,(910) 671-5000,,,,,,,,,,,,,,,,,4,,,,,
340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,WATAUGA,(828) 263-1211,98,2,0,99,93,6,1,96,87,11,2,95,87,12,1,95,,3251,619,19,01/01/2019,12/31/2019
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE,CHARLOTTE,NC,28233,MECKLENBURG,(704) 384-4000,96,3,1,98,91,7,2,95,85,12,3,93,81,17,2,92,,4935,1155,23,01/01/2019,12/31/2019
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,(919) 966-4141,97,3,0,98,93,6,1,96,89,9,2,95,89,10,1,96,,3147,808,26,01/01/2019,12/31/2019
340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,NC,28659,WILKES,(336) 651-8100,98,2,0,99,91,7,2,94,82,15,3,93,75,23,2,90,,1897,482,26,01/01/2019,12/31/2019
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,COLUMBUS,(910) 642-8011,98,2,0,99,93,6,1,96,83,14,3,93,77,21,2,91,,1695,385,23,01/01/2019,12/31/2019
340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,ALAMANCE,(336) 538-7000,98,2,0,99,93,6,1,96,87,12,1,95,83,16,1,94,,2685,764,28,01/01/2019,12/31/2019
340071,BETSY JOHNSON REGIONAL HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,HARNETT,(910) 892-7161,96,4,0,98,92,6,2,95,73,23,4,91,71,26,3,89,,1581,353,22,01/01/2019,12/31/2019
340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,WAKE,(919) 954-3000,97,3,0,99,93,6,1,96,88,10,2,94,84,15,1,94,,1173,377,32,01/01/2019,12/31/2019
340075,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,28655,BURKE,(828) 580-5000,97,3,0,98,91,8,1,95,88,10,2,95,82,15,3,92,,2856,688,24,01/01/2019,12/31/2019
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD,THOMASVILLE,NC,27360,DAVIDSON,(336) 472-2000,98,1,1,99,92,7,1,96,86,13,1,94,82,17,1,93,,1557,433,28,01/01/2019,12/31/2019
340090,JOHNSTON HEALTH,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,JOHNSTON,(919) 934-8171,97,3,0,98,93,6,1,96,88,11,1,95,89,10,1,96,,4112,776,19,01/01/2019,12/31/2019
340091,"MOSES H. CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,27401,GUILFORD,(336) 832-7000,98,2,0,99,92,7,1,95,90,9,1,95,88,11,1,95,,8526,2256,26,01/01/2019,12/31/2019
340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE,LEXINGTON,NC,27293,DAVIDSON,(336) 248-5161,97,3,0,98,93,6,1,96,85,14,1,94,79,20,1,92,,1822,462,25,01/01/2019,12/31/2019
340098,CAROLINAS MEDICAL CENTER-PINEVILLE,10628 PARK RD,CHARLOTTE,NC,28210,MECKLENBURG,(704) 379-5000,97,3,0,98,91,7,2,95,92,7,1,95,90,9,1,96,,1791,502,28,01/01/2019,12/31/2019
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,MECKLENBURG,(704) 355-2000,96,4,0,98,91,7,2,94,86,12,2,94,86,13,1,94,,2729,562,21,01/01/2019,12/31/2019
340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,WAKE,(919) 784-3100,98,2,0,99,92,7,1,95,89,10,1,95,88,10,2,95,,7431,2569,35,01/01/2019,12/31/2019
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,MOORE,(910) 715-1000,97,3,0,99,93,6,1,96,88,11,1,95,89,10,1,96,,4744,1278,27,01/01/2019,12/31/2019
340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,STANLY,(704) 984-4000,98,2,0,99,94,5,1,97,88,10,2,94,81,18,1,93,,1150,252,22,01/01/2019,12/31/2019
340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,RANDOLPH,(336) 625-5151,97,3,0,99,92,7,1,95,84,14,2,94,78,20,2,92,,2693,678,26,01/01/2019,12/31/2019
340130,ATRIUM HEALTH UNION,600 HOSPITAL DR,MONROE,NC,28112,UNION,(704) 283-3100,97,3,0,99,93,6,1,96,89,10,1,95,83,15,2,93,,2558,586,23,01/01/2019,12/31/2019
340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,CRAVEN,(252) 633-8640,97,3,0,98,91,7,2,95,89,9,2,95,88,10,2,95,,2576,855,33,01/01/2019,12/31/2019
340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST,WILMINGTON,NC,28402,NEW HANOVER,(910) 343-7000,97,2,1,98,91,8,1,95,86,11,3,94,86,12,2,94,,4895,1659,35,01/01/2019,12/31/2019
340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,CATAWBA,(828) 326-3809,97,3,0,98,93,6,1,96,88,11,1,95,87,12,1,95,,2773,846,32,01/01/2019,12/31/2019
340145,ATRIUM HEALTH LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,LINCOLN,(980) 212-2000,98,2,0,99,94,5,1,97,90,9,1,95,86,11,3,94,,2920,579,20,01/01/2019,12/31/2019
340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NASH,(252) 443-8000,97,3,0,98,92,7,1,95,88,9,3,94,80,18,2,93,,1612,538,33,01/01/2019,12/31/2019
340148,NOVANT HEALTH MEDICAL PARK HOSPITAL,1950 S HAWTHORNE RD,WINSTON-SALEM,NC,27103,FORSYTH,(336) 718-0600,98,2,0,99,92,7,1,96,94,5,1,97,91,9,0,97,,1353,398,29,01/01/2019,12/31/2019
340155,DUKE REGIONAL HOSPITAL,3643 N ROXBORO STREET,DURHAM,NC,27704,DURHAM,(919) 470-4000,98,2,0,99,93,6,1,96,87,11,2,95,86,13,1,95,,1377,458,33,01/01/2019,12/31/2019
340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,1 MEDICAL CENTER DR,SUPPLY,NC,28462,BRUNSWICK,(910) 755-8121,98,2,0,99,93,5,2,95,89,9,2,95,87,11,2,95,,1303,424,33,01/01/2019,12/31/2019
340166,ATRIUM HEALTH UNIVERSITY CITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,MECKLENBURG,(704) 548-6000,97,3,0,98,94,5,1,96,89,10,1,95,82,15,3,92,,2463,430,17,01/01/2019,12/31/2019
340171,NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500 MATTHEWS TWNSHP PRKWY,MATTHEWS,NC,28106,MECKLENBURG,(704) 384-6500,96,4,0,98,90,8,2,94,88,9,3,94,86,11,3,94,,1990,468,24,01/01/2019,12/31/2019
340183,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,MECKLENBURG,(704) 316-4000,97,2,1,98,91,7,2,94,86,10,4,94,85,12,3,94,,1830,419,23,01/01/2019,12/31/2019
340187,DAVIE MEDICAL CENTER,223 HOSPITAL STREET,MOCKSVILLE,NC,27028,DAVIE,(336) 751-8100,99,1,0,99,94,5,1,97,94,5,1,97,92,7,1,97,,2210,665,30,01/01/2019,12/31/2019
341307,PENDER MEMORIAL HOSPITAL,507 E FREMONT ST,BURGAW,NC,28425,PENDER,(910) 300-4004,99,1,0,99,96,3,1,97,94,4,2,96,88,11,1,95,,268,116,43,01/01/2019,12/31/2019
341316,HIGHLANDS CASHIERS HOSPITAL,190 HOSPITAL DRIVE,HIGHLANDS,NC,28741,MACON,(828) 526-1200,,,,,,,,,,,,,,,,,4,,,,,
341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,LINVILLE,NC,28646,AVERY,(828) 737-7000,99,1,0,99,97,3,0,99,88,12,0,97,87,13,0,96,3,365,92,26,01/01/2019,12/31/2019
350006,TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,58701,WARD,(701) 857-5000,96,4,0,98,90,8,2,94,75,20,5,90,67,31,2,88,,2853,873,31,01/01/2019,12/31/2019
350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,ND,58122,CASS,(701) 234-2000,97,3,0,98,90,9,1,94,81,15,4,92,83,15,2,93,,1170,359,32,01/01/2019,12/31/2019
350019,ALTRU HOSPITAL,1200 S COLUMBIA RD,GRAND FORKS,ND,58201,GRAND FORKS,(701) 780-5000,96,4,0,98,91,7,2,94,79,18,3,92,75,23,2,91,,2334,721,31,01/01/2019,12/31/2019
360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",234 GOODMAN STREET,CINCINNATI,OH,45219,HAMILTON,(513) 584-1000,93,6,1,96,89,9,2,94,80,15,5,92,78,18,4,91,,2005,378,21,01/01/2019,12/31/2019
360006,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,COLUMBUS,OH,43214,FRANKLIN,(614) 566-5000,97,3,0,99,90,8,2,94,86,11,3,94,86,12,2,94,,9364,2433,26,01/01/2019,12/31/2019
360008,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,PORTSMOUTH,OH,45662,SCIOTO,(740) 356-5000,98,2,0,99,91,8,1,95,82,16,2,94,81,18,1,93,,2217,259,18,01/01/2019,12/31/2019
360009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804,ALLEN,(419) 226-3335,95,4,1,97,87,11,2,92,80,17,3,91,76,21,3,91,,2494,562,23,01/01/2019,12/31/2019
360011,MARION GENERAL HOSPITAL,1000 MCKINLEY PARK DRIVE,MARION,OH,43302,MARION,(740) 383-8400,97,3,0,98,91,7,2,95,84,13,3,93,79,18,3,91,,4707,1179,25,01/01/2019,12/31/2019
360013,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,SHELBY,(937) 498-5405,98,2,0,99,91,8,1,95,84,15,1,93,72,27,1,90,,1734,503,29,01/01/2019,12/31/2019
360014,OHIOHEALTH O'BLENESS HOSPITAL,55 HOSPITAL DRIVE,ATHENS,OH,45701,ATHENS,(740) 593-5551,97,2,1,98,94,5,1,96,83,14,3,93,74,24,2,91,,2283,521,23,01/01/2019,12/31/2019
360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,FRANKLIN,(614) 566-9000,97,3,0,99,91,7,2,95,87,11,2,94,84,14,2,94,,11336,2447,22,01/01/2019,12/31/2019
360020,SUMMA HEALTH SYSTEM,525 EAST MARKET STREET,AKRON,OH,44309,SUMMIT,(330) 375-3000,96,4,0,98,92,7,1,95,87,10,3,94,81,17,2,93,,6590,1615,25,01/01/2019,12/31/2019
360026,GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,XENIA,OH,45385,GREENE,(937) 352-2000,98,2,0,99,92,7,1,96,85,13,2,94,81,17,2,93,,1178,355,30,01/01/2019,12/31/2019
360029,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,WOOD,(419) 354-8900,98,2,0,99,93,6,1,96,85,14,1,94,78,21,1,92,,1589,578,36,01/01/2019,12/31/2019
360036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,WAYNE,(330) 263-8100,98,2,0,99,92,7,1,95,87,11,2,95,84,15,1,94,,1311,484,37,01/01/2019,12/31/2019
360039,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,MUSKINGUM,(740) 454-5000,98,2,0,99,91,7,2,94,86,12,2,95,84,15,1,94,,3057,703,24,01/01/2019,12/31/2019
360040,KNOX COMMUNITY HOSPITAL,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,KNOX,(740) 393-9000,98,2,0,99,89,10,1,94,77,19,4,91,73,24,3,90,,1102,214,24,01/01/2019,12/31/2019
360044,WAYNE HEALTHCARE,835 SWEITZER STREET,GREENVILLE,OH,45331,DARKE,(937) 548-1141,98,2,0,99,91,8,1,95,86,13,1,94,72,26,2,89,,1127,407,36,01/01/2019,12/31/2019
360046,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,110 NORTH POPLAR STREET,OXFORD,OH,45056,BUTLER,(513) 524-5640,98,2,0,99,91,7,2,95,83,15,2,94,80,18,2,92,,1768,557,32,01/01/2019,12/31/2019
360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,45409,MONTGOMERY,(937) 208-3023,96,4,0,98,90,8,2,94,86,10,4,94,83,14,3,93,,3870,1062,27,01/01/2019,12/31/2019
360054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,GALLIPOLIS,OH,45631,GALLIA,(740) 446-5000,99,1,0,100,97,3,0,98,90,9,1,95,83,16,1,94,,1802,478,27,01/01/2019,12/31/2019
360065,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,HURON,(419) 668-8101,97,3,0,99,92,7,1,95,88,10,2,95,82,16,2,93,,1203,391,33,01/01/2019,12/31/2019
360068,PROMEDICA TOLEDO HOSPITAL,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,LUCAS,(419) 291-7463,97,3,0,98,89,9,2,93,87,11,2,94,81,17,2,93,,5020,1618,32,01/01/2019,12/31/2019
360070,MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,OH,44708,STARK,(330) 489-1080,96,4,0,98,88,9,3,93,85,12,3,93,82,16,2,93,,1413,430,30,01/01/2019,12/31/2019
360072,FAIRFIELD MEDICAL CENTER,401 NORTH EWING STREET,LANCASTER,OH,43130,FAIRFIELD,(740) 687-8009,98,2,0,99,92,6,2,95,90,8,2,95,85,14,1,94,,3460,1064,31,01/01/2019,12/31/2019
360076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,WARREN,(513) 420-5102,98,2,0,99,93,6,1,96,88,11,1,95,84,14,2,94,,1651,417,25,01/01/2019,12/31/2019
360079,KETTERING MEDICAL CENTER,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,MONTGOMERY,(937) 395-8165,98,2,0,99,91,7,2,95,87,12,1,95,86,12,2,94,,2272,654,29,01/01/2019,12/31/2019
360085,OHIO STATE UNIVERSITY STATE HEALTH SYSTEM,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,FRANKLIN,(614) 293-9700,97,3,0,98,92,7,1,95,88,10,2,94,88,10,2,95,,12829,2742,21,01/01/2019,12/31/2019
360090,ST LUKE'S HOSPITAL,5901 MONCLOVA ROAD,MAUMEE,OH,43537,LUCAS,(419) 893-5900,97,2,1,98,91,7,2,95,86,12,2,94,83,16,1,94,,2339,919,41,01/01/2019,12/31/2019
360107,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,BELLEVUE,OH,44811,SANDUSKY,(419) 483-4040,98,2,0,99,90,9,1,95,85,14,1,95,81,18,1,93,,1442,412,30,01/01/2019,12/31/2019
360109,COSHOCTON REGIONAL MEDICAL CENTER,1460 ORANGE STREET,COSHOCTON,OH,43812,COSHOCTON,(740) 623-4144,,,,,,,,,,,,,,,,,4,,,,,
360118,OHIOHEALTH MANSFIELD HOSPITAL,335 GLESSNER AVENUE,MANSFIELD,OH,44903,RICHLAND,(419) 526-8000,97,3,0,98,92,6,2,95,84,13,3,93,77,21,2,92,,4217,1249,30,01/01/2019,12/31/2019
