Data.Medicare.gov location affected,Downloadable CSV revised file affected,Data Last Updated,Data Last Updated Details
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Patient-Safety-Indi/esr2-9zyn,Veterans Health Administration Patient Safety Indicators Data,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Provider-Level-Data/uyx4-5s7f,Veterans Health Administration Provider Level Data,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Readmissions-and-De/5wyb-858x,Veterans Health Administration Readmissions and Deaths Data,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Survey-of-Healthcar/gesg-pgbr,Veterans Health Administration Survey of Healthcare Experiences of Patients (SHEP),25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Timely-and-Effectiv/ptds-r8im,Veterans Health Administration Timely and Effective Care Data,25-Jul-18,No Updates
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-Facility/4jcv-atw7,Ambulatory Surgical Measures-Facility,23-May-18,No Updates
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-National/wue8-3vwe,Ambulatory Surgical Measures-National,23-May-18,No Updates
https://data.medicare.gov/Hospital-Compare/Ambulatory-Surgical-Measures-State/axe7-s95e,Ambulatory Surgical Measures-State,23-May-18,No Updates
https://data.medicare.gov/Hospital-Compare/Cancer-Treatment-Measures-PPS-Exempt-Cancer-Hospit/42wc-33ci,Cancer Treatment Measures- PPS-Except Cancer Hospital,23-May-18,No Updates
https://data.medicare.gov/Hospital-Compare/Complications-Hospital/632h-zaca ,Complications - Hospital,23-May-18,No Updates
https://data.medicare.gov/Hospital-Compare/Complications-National/cvcs-xecj ,Complications - National,23-May-18,"Data Refreshed, H_COMP_4_A_P  suppressed with Not Available and FN5.The Centers for Medicare & Medicaid Services (CMS) has suppressed the HCAHPS Pain Management composite scores on Hospital Compare and in the downloadable databases. In July, CMS is planning to remove the Pain Management composite from Hospital Compare and downloadable databases, and exclude it from the calculation of the HCAHPS Summary Star Rating and the Hospital Compare Overall Hospital Quality Star Rating."
https://data.medicare.gov/Hospital-Compare/Complications-State/4gkm-5ypv ,Complications - State,23-May-18,No Updates
https://data.medicare.gov/Hospital-Compare/Comprehensive-Care-For-Joint-Replacement-Model-Pro/tqkv-mgxq,Comprehensive Care For Joint Replacement Model - Provider Data,23-May-18,
https://data.medicare.gov/Hospital-Compare/Data-Updates/bzsr-4my4,Data Updates,23-May-18,
https://data.medicare.gov/Hospital-Compare/Department-of-Defense-Timely-Effective-Care-Data-m/azt5-rvvx,Department of Defense Timely and Effective Care -military hospitals ,23-May-18,
https://data.medicare.gov/Hospital-Compare/Department-of-Defense-TRICARE-Inpatient-Satisfacti/wmnb-m794/data,Department of Defense TRICARE Inpatient Satisfaction Survey (TRISS) Data - military hospitals ,23-May-18,
https://data.medicare.gov/Hospital-Compare/Footnote-Crosswalk/y9us-9xdf,Footnote Crosswalk,23-May-18,
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-Hospital/77hc-ibv8,Healthcare Associated Infections - Hospital,23-May-18,
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-National/yd3s-jyhd,Healthcare Associated Infections - National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Healthcare-Associated-Infections-State/k2ze-bqvw,Healthcare Associated Infections - State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-Acquired-Condition-Reduction-Program/yq43-i98g,Hospital-Acquired Condition Reduction Program,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-ACS-Measures/akfs-5dgr,Hospital ACS Measures,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-Compare-CASPER-ASPEN-Contacts/qb57-pstg,Hospital Compare - CASPER / ASPEN Contacts,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-General-Information/xubh-q36u,Hospital General Information,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-Readmissions-Reduction-Program/9n3s-kdb3,Hospital Readmissions Reduction Program ,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Clinical-Care/pudb-wetr,Hospital Value Based Purchasing (HVBP) - Clinical Care Domain Scores,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Efficiency-Sc/su9h-3pvj,Hospital Value Based Purchasing (HVBP) - Efficiency Scores,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Patient-Exper/avtz-f2ge,Hospital Value Based Purchasing (HVBP) - Patient Experience of Care Domain Scores HCAHPS Scores,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Safety/dgmq-aat3,Hospital Value Based Purchasing (HVBP) - Safety,23-May-18,
https://data.medicare.gov/Hospital-Compare/Hospital-Value-Based-Purchasing-HVBP-Total-Perform/ypbt-wvdk,Hospital Value Based Purchasing (HVBP) - Total Performance Score,23-May-18,
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/698s-bszb,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – by Facility,23-May-18,
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/wmm7-vj54,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – by State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Follow-Up-After-Hos/twwm-t8ug,Inpatient Psychiatric Facility Follow-Up After Hospitalization for Mental Illness (FUH) Quality Measure Data – National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/q9vs-r7wp,Inpatient Psychiatric Facility Quality Measure Data – by Facility,23-May-18,
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/dc76-gh7x,Inpatient Psychiatric Facility Quality Measure Data – by State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Inpatient-Psychiatric-Facility-Quality-Measure-Dat/s5xg-sys6,Inpatient Psychiatric Facility Quality Measure Data – National ,23-May-18,
https://data.medicare.gov/Hospital-Compare/Measure-Dates/4j6d-yzce,Measure Dates,23-May-18,
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-by-Claim/nrth-mfg3,Medicare Hospital Spending by Claim,23-May-18,
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-Hospital/rrqw-56er,Medicare Hospital Spending per Patient - Hospital,23-May-18,
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-National/3n5g-6b7f,Medicare Hospital Spending per Patient - National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Medicare-Hospital-Spending-Per-Patient-State/rs6n-9qwg,Medicare Hospital Spending per Patient - State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Medicare-hospital-spending-per-patient-Medicare-Sp/5hk7-b79m,Medicare hospital spending per patient (Medicare Spending per Beneficiary) – Additional Decimal Places,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-CAHPS-Survey-Foo/e6hj-umam/data,Outpatient and Ambulatory Surgery CAHPS Survey Footnotes,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-CAHPS-Survey-mea/2sfk-v3kq/data ,Outpatient and Ambulatory Surgery CAHPS Survey measure label crosswalk,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/xsg2-62pu/data,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers – Facility ,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/9hix-fvys/data,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/5u3r-7s8u/data,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for ambulatory surgical centers - State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/x6ps-q4ev/data,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - Facility,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/tjgc-v9e8/data#column-menu,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-and-Ambulatory-Surgery-Consumer-Assessm/65me-xdw2/data,Outpatient and Ambulatory Surgery Consumer Assessment of Healthcare Providers and Systems (OAS CAHPS) survey for hospital outpatient departments - State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Oncology-Care-Measures-PPS-Exempt-Cancer-Hospital/g3fg-3myg,Oncology Care Measures-PPS- Excempt Cancer Hospital,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-Hospital/wkfw-kthe,Outpatient Imaging Efficiency - Hospital,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-National/di9i-zzrc,Outpatient Imaging Efficiency - National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-Imaging-Efficiency-State/if5v-4x48,Outpatient Imaging Efficiency - State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Outpatient-Procedures-Volume/xbz4-gvaz,Outpatient Procedures - Volume,23-May-18,
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-Hospital/i37y-6y5d/data,Patient survey (HCAHPS) - Hospital,23-May-18,
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-National/nsaf-d4nh/data,Patient survey (HCAHPS)  - National.csv,23-May-18,
https://data.medicare.gov/Hospital-Compare/Patient-survey-HCAHPS-State/499t-8gqf/data,Patient survey (HCAHPS) - State.csv,23-May-18,
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/iy27-wz37,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - Hospital ,23-May-18,
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/9g7e-btyt,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Patient-Survey-PCH-HCAHPS-PPS-exempt-Cancer-Hospit/qatj-nmws,Patient Survey (PCH - HCAHPS) PPS-exempt Cancer Hospital - State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Payment-and-value-of-care-Hospital/c7us-v4mf,Payment and Value of Care - Hospital,23-May-18,
https://data.medicare.gov/Hospital-Compare/Payment-National/ygty-mm5a,Payment - National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Payment-State/98ix-2iqy,Payment - State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Prospective-Payment-System-PPS-Exempt-Cancer-Hospi/p7bc-fjpi,Prospective Payment System (PPS)-Exempt Cancer Hospital Quality Reporting (PCHQR) ,23-May-18,
https://data.medicare.gov/Hospital-Compare/PSI-90-and-Component-Measures-Six-Digit-Precision/muwa-iene,PSI 90 and Component Measures - Six-Digit Precision,23-May-18,
https://data.medicare.gov/Hospital-Compare/Structural-Measures-Hospital/4hje-vua3,Structural Measures - Hospital,23-May-18,
https://data.medicare.gov/Hospital-Compare/Table-1-FY2016-Net-Change-in-Base-Operating-DRG-Pa/5gv4-jwyv,Table 1: FY2016 Net Change in Base Operating DRG Payment Amount,23-May-18,
https://data.medicare.gov/Hospital-Compare/Table-2-FY2016-Distribution-of-Net-Change-in-Base-/xrgf-x36b,Table 2: FY2016 Distribution of Net Change in Base Operating DRG Payment Amount,23-May-18,
https://data.medicare.gov/Hospital-Compare/Table-3-FY2016-Percent-Change-in-Medicare-Payments/u625-zae7,Table 3: FY2016 Percent Change in Medicare Payments,23-May-18,
https://data.medicare.gov/Hospital-Compare/Table-4-FY2016-Value-Based-Incentive-Payment-Amoun/vtqa-m4zn,Table 4: FY2016 Value-Based Incentive Payment Amount,23-May-18,
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-Hospital/yv7e-xc69,Timely and effective care - Hospital,23-May-18,
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-National/isrn-hqyy,Timely and Effective Care - National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Timely-and-Effective-Care-State/apyc-v239,Timely and Effective Care- State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-Hospital/632h-zaca,Unplanned Hospital Visits - Hospital,23-May-18,
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-National/cvcs-xecj,Unplanned Hospital Visits - National ,23-May-18,
https://data.medicare.gov/Hospital-Compare/Unplanned-Hospital-Visits-State/4gkm-5ypv,Unplanned Hospital Visits - State,23-May-18,
https://data.medicare.gov/Hospital-Compare/Value-of-care-National/gbq5-7hzr,Value of Care- National,23-May-18,
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Behavioral-Health-D/6qxe-iqz8,Veterans Health Administration Behavioral Health Data,23-May-18,
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Measure-Dates/4aav-bsmy,Veterans Health Administration Measure Dates,23-May-18,
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Patient-Safety-Indi/esr2-9zyn,Veterans Health Administration Patient Safety Indicators Data,23-May-18,
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Provider-Level-Data/uyx4-5s7f,Veterans Health Administration Provider Level Data,23-May-18,
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Readmissions-and-De/5wyb-858x,Veterans Health Administration Readmissions and Deaths Data,23-May-18,
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Survey-of-Healthcar/sf3b-nhhk/data,Veterans Health Administration Survey of Healthcare Experiences of Patients (SHEP),23-May-18,
https://data.medicare.gov/Hospital-Compare/Veterans-Health-Administration-Timely-and-Effectiv/ptds-r8im,Veterans Health Administration Timely and Effective Care Data,23-May-18,
