"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
NORTHWEST SURGICAL CENTER BELLINGHAM,50C0001125,1508176991,BELLINGHAM,WA,98225,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTHWEST SURGICAL CENTER BELLINGHAM,50C0001125,1508176991,BELLINGHAM,WA,98225,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYE SPECIALISTS LASER AND SURGERY CENTER INC,10C0001554,1508182577,FORT MYERS,FL,33907,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYE SPECIALISTS LASER AND SURGERY CENTER INC,10C0001554,1508182577,FORT MYERS,FL,33907,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,40,95,
FREEMAN SURGICAL CENTER LLC,26C0001142,1508197039,JOPLIN,MO,64804,2022,N/A,1,N/A,5,147,No Different Than the National Rate,10.4,7.4,14.5,,100,,N/A,5,245,No Different Than the National Rate,2.5,1.7,3.7,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
FREEMAN SURGICAL CENTER LLC,26C0001142,1508197039,JOPLIN,MO,64804,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,233,82.4,
NEWBRIDGE SURGERY CENTER AT FREDERICK,21C0001507,1508199720,FREDERICK,MD,21702,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NEWBRIDGE SURGERY CENTER AT FREDERICK,21C0001507,1508199720,FREDERICK,MD,21702,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
CRESCENT VIEW SURGERY CENTER LLC,19C0001131,1508209743,METAIRIE,LA,70006,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CRESCENT VIEW SURGERY CENTER LLC,19C0001131,1508209743,METAIRIE,LA,70006,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,35,100,
APEX MEDICAL SURGERY CENTER LLC,11C0001463,1508210378,LAGRANGE,GA,30241,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
APEX MEDICAL SURGERY CENTER LLC,11C0001463,1508210378,LAGRANGE,GA,30241,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,15,65.9,
ALEGENT CREIGHTON HEALTH DBA CHI HEALTH AMBULATORY SURGERY CENTER AT MIDLANDS,28C0001059,1508213810,PAPILLION,NE,68046,2022,98.61,,N/A,5,193,No Different Than the National Rate,10.4,7.4,14.5,,97.3,,N/A,5,42,No Different Than the National Rate,2.1,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ALEGENT CREIGHTON HEALTH DBA CHI HEALTH AMBULATORY SURGERY CENTER AT MIDLANDS,28C0001059,1508213810,PAPILLION,NE,68046,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OHIO SPECIALTY SURGICAL SUITES LLC,36C0001285,1508276080,NORTH CANTON,OH,44720,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,401,No Different Than the National Rate,1.9,1.3,2.7,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OHIO SPECIALTY SURGICAL SUITES LLC,36C0001285,1508276080,NORTH CANTON,OH,44720,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,50,72.5,
INTERVENTIONAL SPINE CENTER LAGUNA HILLS,05C0002050,1508318411,,CA,,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
INTERVENTIONAL SPINE CENTER LAGUNA HILLS,05C0002050,1508318411,,CA,,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,4,N/A,1
ACTD LLC DBA GREEN MOUNTAIN SURGERY CENTER,47C0001002,1508342114,COLCHESTER,VT,5446,2022,100,,N/A,5,1308,No Different Than the National Rate,9.6,7.1,12.8,,95.83,,N/A,5,74,No Different Than the National Rate,2,1.3,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ACTD LLC DBA GREEN MOUNTAIN SURGERY CENTER,47C0001002,1508342114,COLCHESTER,VT,5446,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,50,98,
NEPHROLOGY VASCULAR LAB OF CENTRAL ALABAMA ASC LLC,01C0001058,1508360181,BIRMINGHAM,AL,,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NEPHROLOGY VASCULAR LAB OF CENTRAL ALABAMA ASC LLC,01C0001058,1508360181,BIRMINGHAM,AL,,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,15,73.3,
TEXAS HEALTH ORTHOPEDIC SURGERY CENTER HERITAGE,45C0001667,1508367194,FORT WORTH,TX,76244,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.91,,N/A,5,147,No Different Than the National Rate,1.9,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TEXAS HEALTH ORTHOPEDIC SURGERY CENTER HERITAGE,45C0001667,1508367194,FORT WORTH,TX,76244,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,152,82.9,
NAZARETH ENDOSCOPY CENTER LLC,39C0001361,1508400920,EASTON,PA,18045,2022,100,,N/A,5,207,No Different Than the National Rate,10.2,7.3,14,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NAZARETH ENDOSCOPY CENTER LLC,39C0001361,1508400920,EASTON,PA,18045,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,57,100,
ORTHO CENTERAL ASC,37C0001068,1508404922,NORMAN,OK,73072,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.82,,N/A,5,224,No Different Than the National Rate,1.8,1.2,2.7,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ORTHO CENTERAL ASC,37C0001068,1508404922,NORMAN,OK,73072,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,43,97.4,
WEST NORMAN ENDOSCOPY,37C0001061,1508419474,NORMAN,OK,73072,2022,53.49,,N/A,5,1173,No Different Than the National Rate,10.5,7.9,13.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WEST NORMAN ENDOSCOPY,37C0001061,1508419474,NORMAN,OK,73072,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,37,82,
BSC REID PARK LLC DBA BANNER SURGERY CENTER REID PARK,03C0001453,1508438375,TUCSON,AZ,85711,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BSC REID PARK LLC DBA BANNER SURGERY CENTER REID PARK,03C0001453,1508438375,TUCSON,AZ,85711,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
MBC AMBULATORY SURGERY CENTER LP DBA MANN CATARACT SURGERY CENTER,45C0001074,1508804451,HUMBLE,TX,77338,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.37,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MBC AMBULATORY SURGERY CENTER LP DBA MANN CATARACT SURGERY CENTER,45C0001074,1508804451,HUMBLE,TX,77338,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,100,
RETINAL AMBULATORY SURGERY CENTER OF NEW YORK INC,33C0001096,1508810656,NEW YORK,NY,10075,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.53,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
RETINAL AMBULATORY SURGERY CENTER OF NEW YORK INC,33C0001096,1508810656,NEW YORK,NY,10075,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,33,100,
FOUR STATE SURGERY CENTER,26C0001053,1508813627,JOPLIN,MO,64804,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0,,0.05,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FOUR STATE SURGERY CENTER,26C0001053,1508813627,JOPLIN,MO,64804,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,23,82.9,
MONTEREY BAY ENDOSCOPY CENTER LLC,05C0001214,1508818634,MONTEREY,CA,93940,2022,91.84,,N/A,5,4005,No Different Than the National Rate,9.4,7.6,11.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MONTEREY BAY ENDOSCOPY CENTER LLC,05C0001214,1508818634,MONTEREY,CA,93940,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,34,100,
BRADENTON SURGERY CENTER INC,10C0001242,1508822685,BRADENTON,FL,34209,2022,93.18,,N/A,5,1132,No Different Than the National Rate,10.4,7.8,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BRADENTON SURGERY CENTER INC,10C0001242,1508822685,BRADENTON,FL,34209,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,48,86.8,
INSTITUTO CIRUGIA PLASTICA DEL OESTE INC,40C0001002,1508827551,MAYAGUEZ,PR,680,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
INSTITUTO CIRUGIA PLASTICA DEL OESTE INC,40C0001002,1508827551,MAYAGUEZ,PR,680,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ALASKA DIGESTIVE CENTER,02C0001007,1508835299,ANCHORAGE,AK,99508,2022,91.57,,N/A,5,1956,No Different Than the National Rate,9.8,7.4,12.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ALASKA DIGESTIVE CENTER,02C0001007,1508835299,ANCHORAGE,AK,99508,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,88.8,
MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,45C0001369,1508837899,HOUSTON,TX,77008,2022,92.5,,N/A,5,694,No Different Than the National Rate,10.2,7.5,13.8,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,45C0001369,1508837899,HOUSTON,TX,77008,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,66,89.5,
ENDOSCOPY CENTER OF DELAWARE,08C0001003,1508839473,NEWARK,DE,19713,2022,91.34,,N/A,5,4640,No Different Than the National Rate,11.5,9.3,14.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF DELAWARE,08C0001003,1508839473,NEWARK,DE,19713,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,62,96.8,
PARKWAY SURGERY CENTER,42C0001037,1508840893,MYRTLE BEACH,SC,29572,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,1134,No Different Than the National Rate,5.8,4.7,7.2,,,N/A,5
PARKWAY SURGERY CENTER,42C0001037,1508840893,MYRTLE BEACH,SC,29572,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,44,90.8,
ENDOSCOPY CENTER OF KNOXVILLE LP,44C0001152,1508845942,KNOXVILLE,TN,37934,2022,100,,N/A,5,1850,No Different Than the National Rate,9.2,6.9,12.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF KNOXVILLE LP,44C0001152,1508845942,KNOXVILLE,TN,37934,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,100,
HEALTH AND WELLNESS SURGERY CENTER,05C0001766,1508846122,TURLOCK,CA,95382,2022,N/A,5,N/A,5,49,No Different Than the National Rate,10.4,7.5,14.7,,N/A,5,N/A,5,77,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HEALTH AND WELLNESS SURGERY CENTER,05C0001766,1508846122,TURLOCK,CA,95382,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FIRST STATE SURGERY CENTER LLC,08C0001013,1508846411,NEWARK,DE,19713,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.93,,N/A,5,828,No Different Than the National Rate,2,1.4,2.7,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FIRST STATE SURGERY CENTER LLC,08C0001013,1508846411,NEWARK,DE,19713,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99,100,
PLASTIC SURGICAL CENTER OF MISSISSIPPI,25C0001045,1508847690,FLOWOOD,MS,39232,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,198,No Different Than the National Rate,2,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PLASTIC SURGICAL CENTER OF MISSISSIPPI,25C0001045,1508847690,FLOWOOD,MS,39232,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,50,86,
FROEDTERT SURGERY CENTER LLC,52C0001059,1508851213,MILWAUKEE,WI,53226,2022,98.45,,N/A,5,390,No Different Than the National Rate,11,7.8,15.1,,98.61,,0.32,,104,No Different Than the National Rate,2.2,1.5,3.5,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
FROEDTERT SURGERY CENTER LLC,52C0001059,1508851213,MILWAUKEE,WI,53226,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,153,100,
MANATEE SURGICAL CENTER LLC,10C0001325,1508857871,BRADENTON,FL,34205,2022,100,,N/A,5,1787,No Different Than the National Rate,9.2,7,12.1,,99.75,,0,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MANATEE SURGICAL CENTER LLC,10C0001325,1508857871,BRADENTON,FL,34205,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,185,89.4,
TRIAD EYE INSTITUTE PLLC,37C0001014,1508862160,TULSA,OK,74133,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.36,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TRIAD EYE INSTITUTE PLLC,37C0001014,1508862160,TULSA,OK,74133,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,52,77.1,
NOVAMED SURGERY CENTER OF DENVER LLC,06C0001005,1508862624,ENGLEWOOD,CO,80113,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.18,,0.34,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,148,No Different Than the National Rate,6.6,4.4,9.6,,,N/A,5
NOVAMED SURGERY CENTER OF DENVER LLC,06C0001005,1508862624,ENGLEWOOD,CO,80113,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,121,57.7,
PLASTIC SURGERY CENTER OF ST JOSEPH INC,26C0001081,1508862996,ST JOSEPH,MO,64506,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,91.67,,N/A,5,74,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PLASTIC SURGERY CENTER OF ST JOSEPH INC,26C0001081,1508862996,ST JOSEPH,MO,64506,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
BUFFALO SURGERY CENTER LLC,33C0001051,1508863242,AMHERST,NY,14226,2022,66.92,,N/A,5,1434,No Different Than the National Rate,10.2,7.6,13.6,,97.66,,N/A,5,222,No Different Than the National Rate,1.8,1.2,2.6,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BUFFALO SURGERY CENTER LLC,33C0001051,1508863242,AMHERST,NY,14226,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,182,100,
FRESNO CA ENDOSCOPY ASC LP,05C0001536,1508869645,FRESNO,CA,93720,2022,87.09,,N/A,5,5525,Better Than the National Rate,8.2,6.6,10.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FRESNO CA ENDOSCOPY ASC LP,05C0001536,1508869645,FRESNO,CA,93720,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,73,90.4,
WEST FLORIDA SURGERY CENTER INC,10C0001003,1508879446,BRADENTON,FL,34209,2022,48,,N/A,5,232,No Different Than the National Rate,11.6,8.2,16.1,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WEST FLORIDA SURGERY CENTER INC,10C0001003,1508879446,BRADENTON,FL,34209,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,61.2,
DELWARE OUTPATIENT CENTER FOR SURGERY,08C0001021,1508911728,NEWARK,DE,19713,2022,100,,N/A,5,1127,No Different Than the National Rate,10.2,7.7,13.8,,100,,0,,135,No Different Than the National Rate,2,1.3,3,,502,No Different Than the National Rate,4.6,3.4,6.2,,,N/A,5
DELWARE OUTPATIENT CENTER FOR SURGERY,08C0001021,1508911728,NEWARK,DE,19713,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,91,97.8,
CENTERS FOR PAIN SOLUTIONSLLC,30C0001020,1508934373,NASHUA,NH,3060,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,35,No Different Than the National Rate,2,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CENTERS FOR PAIN SOLUTIONSLLC,30C0001020,1508934373,NASHUA,NH,3060,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,90.9,
PHYSICIANS SURGERY SERVICES LP,05C0001723,1508942996,SAN JOSE,CA,95128,2022,80.62,,90.35,,1292,No Different Than the National Rate,9.5,7.1,12.7,,98.29,,0.52,,43,No Different Than the National Rate,2.3,1.5,3.5,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PHYSICIANS SURGERY SERVICES LP,05C0001723,1508942996,SAN JOSE,CA,95128,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,68,100,
MILLENIUM SURGERY CENTER INC,05C0001129,1508965401,BAKERSFIELD,CA,93301,2022,79.07,,N/A,5,41,No Different Than the National Rate,10.4,7.3,14.5,,99.54,,0.22,,132,No Different Than the National Rate,2.1,1.4,3.1,,94,No Different Than the National Rate,6.5,4.2,9.9,,,N/A,5
MILLENIUM SURGERY CENTER INC,05C0001129,1508965401,BAKERSFIELD,CA,93301,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,167,92.2,
STONY POINT SURGERY CENTER LLC,49C0001016,1508972118,RICHMOND,VA,23235,2022,87.32,,N/A,5,963,No Different Than the National Rate,10.9,8.1,14.5,,99.41,,0.38,,83,No Different Than the National Rate,2,1.4,3.2,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
STONY POINT SURGERY CENTER LLC,49C0001016,1508972118,RICHMOND,VA,23235,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,360,92.8,
STONY POINT SURGERY CENTER L L C,49C0001025,1508972118,RICHMOND,VA,23235,2022,87.32,,N/A,5,963,No Different Than the National Rate,10.9,8.1,14.5,,99.41,,0.38,,83,No Different Than the National Rate,2,1.4,3.2,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
STONY POINT SURGERY CENTER L L C,49C0001025,1508972118,RICHMOND,VA,23235,2022_Q4,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,360,92.8,
