"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
SOUTH JERSEY SURGICENTER INC,31C0001073,1558341032,VINELAND,NJ,08360,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SOUTH JERSEY SURGICENTER INC,31C0001073,1558341032,VINELAND,NJ,08360,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ALGONQUIN ROAD SURGERY CENTER LLC,14C0001096,1558344846,LAKE IN THE HILLS,IL,60156,2022,86.21,,100.00,,109,No Different Than the National Rate,10.7,7.2,15.2,,97.73,,2.03,,436,No Different Than the National Rate,2.0,1.3,3.0,,N/A,N/A,N/A,N/A,N/A,5,38,No Different than expected,0.9,0.5,1.7,,,N/A,5
ALGONQUIN ROAD SURGERY CENTER LLC,14C0001096,1558344846,LAKE IN THE HILLS,IL,60156,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,182,98.40,
SURGERY ALLIANCE LTD,36C0001062,1558345033,ALLIANCE,OH,44601,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.86,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SURGERY ALLIANCE LTD,36C0001062,1558345033,ALLIANCE,OH,44601,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,81.80,
SUSQUEHANNA VALLEY SURGERY CENTER,39C0001086,1558363549,HARRISBURG,PA,17109,2022,74.56,,N/A,5,86,No Different Than the National Rate,9.9,6.8,14.3,,97.20,,0.00,,246,No Different Than the National Rate,2.2,1.4,3.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,72,No Different than expected,1.1,0.6,1.8,,,N/A,5
SUSQUEHANNA VALLEY SURGERY CENTER,39C0001086,1558363549,HARRISBURG,PA,17109,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,53,70.90,
BAPTIST PHYSICIANS SURGERY CENTER,18C0001036,1558390781,LEXINGTON,KY,40503,2022,75.00,,N/A,5,1549,No Different Than the National Rate,9.7,7.2,13.0,,100.00,,1.92,,248,No Different Than the National Rate,2.3,1.5,3.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,326,No Different than expected,0.9,0.5,1.4,,,N/A,5
BAPTIST PHYSICIANS SURGERY CENTER,18C0001036,1558390781,LEXINGTON,KY,40503,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,166,93.20,
SAN GABRIEL VALLEY SURGICAL CENTER LP,05C0001006,1558401299,WEST COVINA,CA,91790,2022,45.83,,N/A,5,62,No Different Than the National Rate,10.5,7.1,15.4,,100.00,,0.32,,51,No Different Than the National Rate,2.2,1.4,3.5,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SAN GABRIEL VALLEY SURGICAL CENTER LP,05C0001006,1558401299,WEST COVINA,CA,91790,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,96.80,
CATARACT LASER CENTERCENTRAL LLC,22C0001029,1558436105,GARDNER,MA,01440,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.11,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CATARACT LASER CENTERCENTRAL LLC,22C0001029,1558436105,GARDNER,MA,01440,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,100.00,
LIPPY SURGERY CENTER LLC,36C0001232,1558451583,WARREN,OH,44484,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.00,,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
LIPPY SURGERY CENTER LLC,36C0001232,1558451583,WARREN,OH,44484,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,70.40,
PORTLAND ENDOSCOPY CENTER,20C0001003,1558456459,PORTLAND,ME,04102,2022,91.74,,N/A,5,2590,No Different Than the National Rate,9.1,6.9,12.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PORTLAND ENDOSCOPY CENTER,20C0001003,1558456459,PORTLAND,ME,04102,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,83,100.00,
SURGICAL SPECIALTY ASSOCIATES LLC,19C0001077,1558475210,MARRERO,LA,70072,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,90,No Different Than the National Rate,2.1,1.3,3.3,,N/A,N/A,N/A,N/A,N/A,5,25,No Different than expected,1.0,0.6,1.8,,,N/A,5
SURGICAL SPECIALTY ASSOCIATES LLC,19C0001077,1558475210,MARRERO,LA,70072,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,19,84.20,
FOOT SURGICAL CENTER OF ISSAQUAH,50C0001249,1558480947,ISSAQUAH,WA,98027,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
FOOT SURGICAL CENTER OF ISSAQUAH,50C0001249,1558480947,ISSAQUAH,WA,98027,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MIDWEST DIGESTIVE HEALTH CENTER LLC,26C0001066,1558487009,LEES SUMMIT,MO,64064,2022,85.71,,N/A,5,912,No Different Than the National Rate,11.8,8.5,16.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MIDWEST DIGESTIVE HEALTH CENTER LLC,26C0001066,1558487009,LEES SUMMIT,MO,64064,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,32,75.80,
SONORA EYE SURGERY CTR,55C0001077,1558497263,SONORA,CA,95370,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.17,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SONORA EYE SURGERY CTR,55C0001077,1558497263,SONORA,CA,95370,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,39,25.00,
ST FRANCIS MOORESVILLE SURGERY CENTER LLC,15C0001165,1558501916,MOORESVILLE,IN,46158,2022,100.00,,N/A,5,261,No Different Than the National Rate,9.0,6.2,13.0,,100.00,,N/A,5,158,No Different Than the National Rate,2.5,1.6,3.8,,62,No Different Than the National Rate,6.5,4.3,9.6,,96,No Different than expected,1.4,0.8,2.2,,,N/A,5
ST FRANCIS MOORESVILLE SURGERY CENTER LLC,15C0001165,1558501916,MOORESVILLE,IN,46158,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,25,100.00,
ST FRANCIS MOORESVILLE SURGERY CENTER LLC,15C0001168,1558501916,MOORESVILLE,IN,46158,2022,100.00,,N/A,5,261,No Different Than the National Rate,9.0,6.2,13.0,,100.00,,N/A,5,158,No Different Than the National Rate,2.5,1.6,3.8,,62,No Different Than the National Rate,6.5,4.3,9.6,,96,No Different than expected,1.4,0.8,2.2,,,N/A,5
ST FRANCIS MOORESVILLE SURGERY CENTER LLC,15C0001168,1558501916,MOORESVILLE,IN,46158,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,25,100.00,
WEST BANK SURGERY CENTER LLC,19C0001121,1558504050,HARVEY,LA,70058,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.00,,129,No Different Than the National Rate,2.3,1.5,3.5,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,28,No Different than expected,1.1,0.6,1.9,,,N/A,5
WEST BANK SURGERY CENTER LLC,19C0001121,1558504050,HARVEY,LA,70058,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,39,77.00,
OPHTHALMOLOGY MEDICAL CENTER,55C0001020,1558511881,MISSION VIEJO,CA,92691,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
OPHTHALMOLOGY MEDICAL CENTER,55C0001020,1558511881,MISSION VIEJO,CA,92691,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
SAINT FRANCIS GI ENDOSCOPY LLC,07C0001050,1558524298,WINDSOR,CT,06095,2022,89.15,,N/A,5,840,No Different Than the National Rate,9.4,6.7,13.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SAINT FRANCIS GI ENDOSCOPY LLC,07C0001050,1558524298,WINDSOR,CT,06095,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,97.80,
ENDOSCOPY CENTER OF THE ROCKIES LLC,06C0001089,1558526293,BOULDER,CO,80301,2022,94.77,,N/A,5,1301,No Different Than the National Rate,10.0,7.3,13.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF THE ROCKIES LLC,06C0001089,1558526293,BOULDER,CO,80301,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,29,100.00,
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001192,1558538231,SILVERDALE,WA,98383,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.12,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001192,1558538231,SILVERDALE,WA,98383,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,23,68.10,
GASTROINTESTINAL ASSOCIATES ENDOSCOPY CENTER LLC,25C0001070,1558553859,MADISON,MS,39110,2022,91.11,,N/A,5,4316,No Different Than the National Rate,9.9,7.9,12.4,,0.00,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,85,No Different than expected,0.9,0.5,1.5,,,N/A,5
GASTROINTESTINAL ASSOCIATES ENDOSCOPY CENTER LLC,25C0001070,1558553859,MADISON,MS,39110,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,56,94.60,
INTERNATIONAL CENTER FOR FOOT AND ANKLE SURGERY,11C0001057,1558562579,JONESBORO,GA,30236,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
INTERNATIONAL CENTER FOR FOOT AND ANKLE SURGERY,11C0001057,1558562579,JONESBORO,GA,30236,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER OF ATLANTIS LLC,10C0001431,1558564344,LAKE WORTH,FL,33463,2022,100.00,,N/A,5,2077,No Different Than the National Rate,7.6,5.6,10.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SURGERY CENTER OF ATLANTIS LLC,10C0001431,1558564344,LAKE WORTH,FL,33463,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,81,70.30,
BLUE SPRINGS SURGERY CENTER,10C0001509,1558580910,ORANGE CITY,FL,32763,2022,100.00,,N/A,5,52,No Different Than the National Rate,10.1,7.0,14.9,,82.83,,0.28,,143,No Different Than the National Rate,2.3,1.5,3.7,,N/A,N/A,N/A,N/A,N/A,5,68,No Different than expected,1.1,0.6,1.8,,,N/A,5
BLUE SPRINGS SURGERY CENTER,10C0001509,1558580910,ORANGE CITY,FL,32763,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,76.60,
NEW HORIZON SURGICAL CENTER LLC,31C0001268,1558596296,PATERSON,NJ,07514,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
NEW HORIZON SURGICAL CENTER LLC,31C0001268,1558596296,PATERSON,NJ,07514,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
QUEENS BLVD ENDOSCOPY LLC,33C0001131,1558612762,REGO PARK,NY,11374,2022,N/A,5,N/A,5,442,No Different Than the National Rate,9.6,6.7,13.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,7,,N/A,5
QUEENS BLVD ENDOSCOPY LLC,33C0001131,1558612762,REGO PARK,NY,11374,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TAVARES SURGERY LLC,10C0001575,1558618116,TAVARES,FL,32778,2022,36.07,,N/A,5,2127,No Different Than the National Rate,9.5,7.2,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TAVARES SURGERY LLC,10C0001575,1558618116,TAVARES,FL,32778,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,75.60,
CARMEL SPECIALTY SURGERY CENTER,15C0001182,1558627406,CARMEL,IN,46032,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.30,,N/A,5,312,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,39,No Different than expected,1.0,0.6,1.9,,,N/A,5
CARMEL SPECIALTY SURGERY CENTER,15C0001182,1558627406,CARMEL,IN,46032,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,54,94.40,
ATLANTIC MEDICAL GROUP DBA AMG ENDOSCOPY CENTER,34C0001216,1558630483,KINSTON,NC,28501,2022,N/A,1,N/A,5,409,No Different Than the National Rate,10.4,7.3,14.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ATLANTIC MEDICAL GROUP DBA AMG ENDOSCOPY CENTER,34C0001216,1558630483,KINSTON,NC,28501,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,5,N/A,1
ATHENS ENDOSCOPY LLC,11C0001366,1558662858,ATHENS,GA,30601,2022,91.84,,N/A,5,318,No Different Than the National Rate,10.1,7.1,14.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,No Different than expected,1.0,0.5,1.7,,,N/A,5
ATHENS ENDOSCOPY LLC,11C0001366,1558662858,ATHENS,GA,30601,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CALIFORNIA COLON AND RECTAL CANCER SCREENING CENTER LLC,05C0001958,1558672626,FRESNO,CA,93720,2022,86.67,,N/A,5,392,No Different Than the National Rate,9.8,6.9,13.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CALIFORNIA COLON AND RECTAL CANCER SCREENING CENTER LLC,05C0001958,1558672626,FRESNO,CA,93720,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,37,94.60,
YAKIMA GASTROENTEROLOGY AND ASSOC,50C0001099,1558683334,YAKIMA,WA,98902,2022,N/A,5,N/A,5,838,No Different Than the National Rate,9.9,7.1,13.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
YAKIMA GASTROENTEROLOGY AND ASSOC,50C0001099,1558683334,YAKIMA,WA,98902,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BREVARD SPECIALTY SURGERY CENTER LLC,10C0001228,1558694034,MELBOURNE,FL,32901,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BREVARD SPECIALTY SURGERY CENTER LLC,10C0001228,1558694034,MELBOURNE,FL,32901,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,73,94.50,
DIGESTIVE HEALTH CENTER OF HUNTINGTON,33C0001069,1558720235,HUNTINGTON,NY,11743,2022,35.65,,N/A,5,1707,No Different Than the National Rate,8.6,6.4,11.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE HEALTH CENTER OF HUNTINGTON,33C0001069,1558720235,HUNTINGTON,NY,11743,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,61,100.00,
NORTHEAST MEDICAL GROUP,07C0001034,1558748996,TRUMBULL,CT,06611,2022,96.83,,N/A,5,1049,No Different Than the National Rate,10.3,7.5,14.0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTHEAST MEDICAL GROUP,07C0001034,1558748996,TRUMBULL,CT,06611,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,43,100.00,
PACIFIC ENDOSCOPY CENTER LLC,12C0001021,1558753095,HONOLULU,HI,96814,2022,68.60,,N/A,5,1130,No Different Than the National Rate,7.9,5.6,11.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PACIFIC ENDOSCOPY CENTER LLC,12C0001021,1558753095,HONOLULU,HI,96814,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,19,100.00,
HOUSTON SURGERY CENTER,45C0001372,1558782268,HOUSTON,TX,77055,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HOUSTON SURGERY CENTER,45C0001372,1558782268,HOUSTON,TX,77055,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,35,100.00,
SOUTHERN SPORTS SURGICAL LLC DBA INDIAN LAKE SURGERY CENTER,44C0001188,1558785683,HENDERSONVILLE,TN,37075,2022,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5,352,No Different Than the National Rate,2.8,2.0,3.9,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,7,,N/A,5
SOUTHERN SPORTS SURGICAL LLC DBA INDIAN LAKE SURGERY CENTER,44C0001188,1558785683,HENDERSONVILLE,TN,37075,2023_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,87,90.80,
