"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Composite Value","PSI 90 Composite Value Footnote","PSI 90 W Z Score","PSI 90 W Z Footnote","PSI 90 Start Date","PSI 90 End Date","CLABSI SIR","CLABSI SIR Footnote","CLABSI W Z Score","CLABSI W Z Footnote","CAUTI SIR","CAUTI SIR Footnote","CAUTI W Z Score","CAUTI W Z Footnote","SSI SIR","SSI SIR Footnote","SSI W Z Score","SSI W Z Footnote","CDI SIR","CDI SIR Footnote","CDI W Z Score","CDI W Z Footnote","MRSA SIR","MRSA SIR Footnote","MRSA W Z Score","MRSA W Z Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Score Footnote","Payment Reduction","Payment Reduction Footnote"
PRESBYTERIAN SANTA FE MEDICAL CENTER,320090,NM,2024,0.9599,,-0.2952,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,2.444,,2.1665,,0.286,,-0.5589,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.4375,,Yes,
THREE CROSSES REGIONAL HOSPITAL LLC,320091,NM,2024,0.9878,,-0.0587,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.7375,,No,
KALEIDA HEALTH,330005,NY,2024,1.1363,,1.2026,,01/01/2021,06/30/2022,1.193,,0.6077,,0.707,,0.0187,,0.530,,-0.4776,,0.973,,1.5005,,0.744,,-0.2229,,01/01/2022,12/31/2022,0.4382,,Yes,
ST JOSEPH'S MEDICAL CENTER,330006,NY,2024,1.0347,,0.3394,,01/01/2021,06/30/2022,0.873,,0.0747,,0.000,,-1.3018,,N/A,13,N/A,5,0.599,,0.3794,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.1271,,No,
WYOMING COUNTY COMMUNITY HOSPITAL,330008,NY,2024,0.9731,,-0.1834,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.661,,0.5652,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.1909,,No,
BRONX HEALTH SYSTEM,330009,NY,2024,1.1924,,1.6788,,01/01/2021,06/30/2022,1.672,,1.4055,,0.238,,-0.8573,,2.296,,2.1665,,0.319,,-0.4600,,0.961,,0.1197,,01/01/2022,12/31/2022,0.6755,,Yes,
OUR LADY OF LOURDES MEMORIAL HOSPITAL,330011,NY,2024,1.5463,,2.3062,,01/01/2021,06/30/2022,1.050,,0.3695,,0.000,,-1.3018,,2.624,,2.1665,,1.021,,1.6444,,0.289,,-0.9411,,01/01/2022,12/31/2022,0.7073,,Yes,
ALBANY MEDICAL CENTER HOSPITAL,330013,NY,2024,1.0942,,0.8445,,01/01/2021,06/30/2022,0.625,,-0.3384,,1.014,,0.5921,,1.057,,0.3783,,0.465,,-0.0223,,0.724,,-0.2544,,01/01/2022,12/31/2022,0.2000,,No,
JAMAICA HOSPITAL MEDICAL CENTER,330014,NY,2024,1.0527,,0.4924,,01/01/2021,06/30/2022,1.092,,0.4394,,0.994,,0.5547,,1.349,,0.8526,,0.454,,-0.0553,,1.296,,0.6485,,01/01/2022,12/31/2022,0.4887,,Yes,
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",330019,NY,2024,1.1125,,1.0007,,01/01/2021,06/30/2022,N/A,13,N/A,5,0.000,,-1.3018,,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.1506,,No,
VASSAR BROTHERS MEDICAL CENTER,330023,NY,2024,1.0559,,0.5198,,01/01/2021,06/30/2022,0.095,,-1.2212,,0.639,,-0.1083,,0.887,,0.1022,,0.496,,0.0706,,0.992,,0.1686,,01/01/2022,12/31/2022,-0.0780,,No,
MOUNT SINAI HOSPITAL,330024,NY,2024,0.9567,,-0.3228,,01/01/2021,06/30/2022,1.273,,0.7409,,0.366,,-0.6182,,0.479,,-0.5604,,0.453,,-0.0583,,1.531,,1.0194,,01/01/2022,12/31/2022,0.0334,,No,
NASSAU UNIVERSITY MEDICAL CENTER,330027,NY,2024,1.0428,,0.4082,,01/01/2021,06/30/2022,0.686,,-0.2368,,0.600,,-0.1812,,N/A,13,N/A,5,0.639,,0.4993,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.1816,,No,
RICHMOND UNIVERSITY MEDICAL CENTER,330028,NY,2024,0.9657,,-0.2466,,01/01/2021,06/30/2022,1.212,,0.6393,,0.350,,-0.6481,,0.370,,-0.7374,,0.997,,1.5725,,1.126,,0.3801,,01/01/2022,12/31/2022,0.1600,,No,
NEWARK-WAYNE COMMUNITY HOSPITAL,330030,NY,2024,1.1201,,1.0647,,01/01/2021,06/30/2022,1.045,,0.3612,,0.346,,-0.6556,,N/A,13,N/A,5,0.783,,0.9310,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.4253,,Yes,
CHENANGO MEMORIAL HOSPITAL,330033,NY,2024,1.1103,,0.9817,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.963,,1.4706,,N/A,13,N/A,5,01/01/2022,12/31/2022,1.2261,,Yes,
NS/LIJ HS SOUTHSIDE HOSPITAL,330043,NY,2024,0.6975,,-1.5902,,01/01/2021,06/30/2022,0.739,,-0.1485,,0.258,,-0.8200,,0.278,,-0.8868,,0.188,,-0.8527,,1.179,,0.4638,,01/01/2022,12/31/2022,-0.6391,,No,
FAXTON-ST LUKE'S HEALTHCARE,330044,NY,2024,1.1743,,1.5254,,01/01/2021,06/30/2022,2.035,,2.0101,,1.123,,0.7957,,0.548,,-0.4483,,0.648,,0.5263,,2.076,,1.8797,,01/01/2022,12/31/2022,1.0481,,Yes,
NS/LIJ HS HUNTINGTON HOSPITAL,330045,NY,2024,0.7475,,-1.5902,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.212,,-0.9059,,0.746,,-0.1268,,0.736,,0.7901,,1.464,,0.9137,,01/01/2022,12/31/2022,-0.3831,,No,
MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,2024,0.9896,,-0.0433,,01/01/2021,06/30/2022,0.499,,-0.5483,,0.447,,-0.4670,,1.286,,0.7503,,0.254,,-0.6549,,0.674,,-0.3334,,01/01/2022,12/31/2022,-0.2161,,No,
ST MARY'S HEALTHCARE,330047,NY,2024,1.1383,,1.2196,,01/01/2021,06/30/2022,1.832,,1.6720,,0.908,,0.3941,,0.880,,0.0909,,0.483,,0.0316,,0.949,,0.1007,,01/01/2022,12/31/2022,0.5848,,Yes,
NORTHERN DUTCHESS HOSPITAL,330049,NY,2024,0.8641,,-1.1088,,01/01/2021,06/30/2022,1.560,,1.2190,,0.718,,0.0392,,N/A,13,N/A,5,0.140,,-0.9966,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.4489,,No,
NEW YORK-PRESBYTERIAN/QUEENS,330055,NY,2024,0.9043,,-0.7678,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.353,,-0.6425,,0.299,,-0.8527,,0.349,,-0.3701,,0.473,,-0.6506,,01/01/2022,12/31/2022,-0.7772,,No,
BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,330056,NY,2024,1.0122,,0.1489,,01/01/2021,06/30/2022,0.204,,-1.0397,,0.374,,-0.6033,,0.787,,-0.0602,,0.072,,-1.2005,,1.109,,0.3533,,01/01/2022,12/31/2022,-0.4002,,No,
ST PETER'S HOSPITAL,330057,NY,2024,1.2032,,1.7705,,01/01/2021,06/30/2022,0.457,,-0.6182,,0.611,,-0.1606,,1.200,,0.6106,,0.493,,0.0616,,0.584,,-0.4754,,01/01/2022,12/31/2022,0.1981,,No,
FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL,330058,NY,2024,1.5395,,2.3062,,01/01/2021,06/30/2022,0.000,,-1.3794,,1.660,,1.7987,,0.000,,-1.3383,,0.780,,0.9220,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.4618,,Yes,
MONTEFIORE MEDICAL CENTER,330059,NY,2024,1.3255,,2.3062,,01/01/2021,06/30/2022,1.809,,1.6337,,0.968,,0.5062,,1.277,,0.7356,,0.653,,0.5413,,0.893,,0.0123,,01/01/2022,12/31/2022,0.9559,,Yes,
NIAGARA FALLS MEMORIAL MEDICAL CENTER,330065,NY,2024,1.1095,,0.9752,,01/01/2021,06/30/2022,1.715,,1.4771,,3.003,,2.3067,,1.812,,1.6045,,0.420,,-0.1572,,2.564,,2.2744,,01/01/2022,12/31/2022,1.4134,,Yes,
UNITED MEMORIAL MEDICAL CENTER,330073,NY,2024,1.1105,,0.9837,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.283,,-0.7733,,N/A,13,N/A,5,1.244,,2.3099,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.0513,,No,
F F THOMPSON HOSPITAL,330074,NY,2024,1.2212,,1.9233,,01/01/2021,06/30/2022,1.515,,1.1440,,1.253,,1.0385,,2.147,,2.1486,,0.743,,0.8111,,0.000,,-1.3973,,01/01/2022,12/31/2022,0.9447,,Yes,
SISTERS OF CHARITY HOSPITAL,330078,NY,2024,1.2137,,1.8601,,01/01/2021,06/30/2022,0.624,,-0.3401,,0.550,,-0.2746,,0.635,,-0.3070,,0.419,,-0.1602,,0.493,,-0.6191,,01/01/2022,12/31/2022,0.0265,,No,
ADIRONDACK MEDICAL CENTER - SARANAC LAKE,330079,NY,2024,1.1479,,1.3007,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,0.717,,-0.1739,,1.310,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,1.1456,,Yes,
LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,NY,2024,0.9962,,0.0125,,01/01/2021,06/30/2022,1.300,,0.7859,,0.559,,-0.2578,,1.970,,1.8611,,0.707,,0.7031,,0.642,,-0.3839,,01/01/2022,12/31/2022,0.4535,,Yes,
ALICE HYDE MEDICAL CENTER,330084,NY,2024,0.9828,,-0.1013,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.406,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,1.1043,,Yes,
AURELIA OSBORN FOX MEMORIAL HOSPITAL,330085,NY,2024,1.2196,,1.9097,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.963,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,2.1098,,Yes,
MONTEFIORE MOUNT VERNON HOSPITAL,330086,NY,2024,0.9850,,-0.0828,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.7495,,No,
ARNOT OGDEN MEDICAL CENTER,330090,NY,2024,1.9539,,2.3062,,01/01/2021,06/30/2022,1.169,,0.5677,,0.154,,-1.0142,,0.000,,-1.3383,,0.121,,-1.0536,,0.909,,0.0376,,01/01/2022,12/31/2022,-0.0824,,No,
COLUMBIA MEMORIAL HOSPITAL,330094,NY,2024,1.3126,,2.3062,,01/01/2021,06/30/2022,2.509,,2.2883,,2.193,,2.3067,,1.605,,1.2683,,2.670,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,2.0959,,Yes,
JONES MEMORIAL HOSPITAL,330096,NY,2024,0.9642,,-0.2591,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.532,,0.1785,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.0403,,No,
NY EYE AND EAR INFIRMARY OF MOUNT SINAI,330100,NY,2024,N/A,5,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
NEW YORK-PRESBYTERIAN HOSPITAL,330101,NY,2024,0.7747,,-1.5902,,01/01/2021,06/30/2022,1.049,,0.3678,,0.822,,0.2335,,0.910,,0.1396,,0.628,,0.4663,,0.679,,-0.3255,,01/01/2022,12/31/2022,-0.1181,,No,
KENMORE MERCY HOSPITAL,330102,NY,2024,1.0258,,0.2643,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.190,,-0.9470,,1.327,,0.8168,,0.765,,0.8770,,1.050,,0.2602,,01/01/2022,12/31/2022,-0.0180,,No,
OLEAN GENERAL HOSPITAL,330103,NY,2024,0.9714,,-0.1979,,01/01/2021,06/30/2022,1.013,,0.3079,,0.656,,-0.0766,,2.641,,2.1665,,0.984,,1.5335,,0.576,,-0.4881,,01/01/2022,12/31/2022,0.5409,,Yes,
NYACK HOSPITAL,330104,NY,2024,1.0195,,0.2104,,01/01/2021,06/30/2022,0.614,,-0.3567,,0.715,,0.0336,,0.844,,0.0324,,0.198,,-0.8227,,0.277,,-0.9600,,01/01/2022,12/31/2022,-0.3105,,No,
NORTH SHORE UNIVERSITY HOSPITAL,330106,NY,2024,0.9254,,-0.5881,,01/01/2021,06/30/2022,0.845,,0.0280,,0.583,,-0.2129,,0.916,,0.1493,,0.357,,-0.3461,,1.436,,0.8695,,01/01/2022,12/31/2022,-0.0167,,No,
PECONIC BAY MEDICAL CENTER,330107,NY,2024,0.8417,,-1.2996,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.269,,-0.7994,,0.398,,-0.6919,,0.421,,-0.1542,,0.366,,-0.8195,,01/01/2022,12/31/2022,-0.8574,,No,
BERTRAND CHAFFEE HOSPITAL,330111,NY,2024,0.9909,,-0.0320,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.0320,,No,
ONEIDA HEALTH HOSPITAL,330115,NY,2024,0.9180,,-0.6514,,01/01/2021,06/30/2022,0.837,,0.0147,,0.000,,-1.3018,,1.256,,0.7015,,1.045,,1.7164,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.0959,,No,
LENOX HILL HOSPITAL,330119,NY,2024,0.8511,,-1.2198,,01/01/2021,06/30/2022,1.137,,0.5144,,1.067,,0.6911,,0.903,,0.1282,,0.398,,-0.2232,,0.588,,-0.4691,,01/01/2022,12/31/2022,-0.0964,,No,
ROCHESTER GENERAL HOSPITAL,330125,NY,2024,1.2663,,2.3062,,01/01/2021,06/30/2022,1.206,,0.6293,,1.111,,0.7733,,0.644,,-0.2924,,0.624,,0.4543,,1.115,,0.3628,,01/01/2022,12/31/2022,0.7056,,Yes,
GARNET HEALTH MEDICAL CENTER,330126,NY,2024,0.9081,,-0.7351,,01/01/2021,06/30/2022,0.609,,-0.3651,,1.063,,0.6836,,0.734,,-0.1462,,1.163,,2.0701,,2.143,,1.9855,,01/01/2022,12/31/2022,0.5821,,Yes,
JACOBI MEDICAL CENTER,330127,NY,2024,1.2144,,1.8653,,01/01/2021,06/30/2022,0.652,,-0.2934,,1.311,,1.1468,,2.264,,2.1665,,0.590,,0.3524,,0.300,,-0.9237,,01/01/2022,12/31/2022,0.7190,,Yes,
ELMHURST HOSPITAL CENTER,330128,NY,2024,0.8663,,-1.0907,,01/01/2021,06/30/2022,0.298,,-0.8831,,0.440,,-0.4800,,0.839,,0.0243,,0.350,,-0.3671,,0.158,,-1.1479,,01/01/2022,12/31/2022,-0.6574,,No,
BON SECOURS COMMUNITY HOSPITAL,330135,NY,2024,0.9573,,-0.3176,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.228,,-0.7328,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.5252,,No,
BASSETT HEALTHCARE,330136,NY,2024,1.2963,,2.3062,,01/01/2021,06/30/2022,1.319,,0.8175,,1.234,,1.0030,,0.823,,-0.0017,,0.685,,0.6372,,1.730,,1.3336,,01/01/2022,12/31/2022,1.0160,,Yes,
ST JOSEPH'S HOSPITAL HEALTH CENTER,330140,NY,2024,1.0604,,0.5582,,01/01/2021,06/30/2022,0.371,,-0.7615,,0.406,,-0.5435,,0.000,,-1.3383,,0.352,,-0.3611,,1.091,,0.3249,,01/01/2022,12/31/2022,-0.3536,,No,
LONG ISLAND COMMUNITY HOSPITAL,330141,NY,2024,0.9108,,-0.7128,,01/01/2021,06/30/2022,0.997,,0.2812,,0.353,,-0.6425,,0.586,,-0.3866,,0.426,,-0.1392,,1.797,,1.4393,,01/01/2022,12/31/2022,-0.0268,,No,
IRA DAVENPORT MEMORIAL HOSPITAL,330144,NY,2024,N/A,13,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
ST JAMES MERCY HOSPITAL,330151,NY,2024,0.9805,,-0.1203,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.1203,,No,
ELLIS HOSPITAL,330153,NY,2024,1.2972,,2.3062,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.373,,-0.6052,,0.383,,-0.7163,,0.177,,-0.8857,,0.460,,-0.6712,,01/01/2022,12/31/2022,-0.3253,,No,
SAMARITAN MEDICAL CENTER,330157,NY,2024,0.8666,,-1.0879,,01/01/2021,06/30/2022,0.617,,-0.3517,,0.660,,-0.0691,,1.669,,1.3723,,0.474,,0.0046,,0.475,,-0.6475,,01/01/2022,12/31/2022,-0.1299,,No,
GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,2024,0.8355,,-1.3523,,01/01/2021,06/30/2022,0.401,,-0.7115,,1.563,,1.6175,,0.000,,-1.3383,,0.286,,-0.5589,,0.610,,-0.4344,,01/01/2022,12/31/2022,-0.4630,,No,
STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,2024,1.4379,,2.3062,,01/01/2021,06/30/2022,1.771,,1.5704,,0.802,,0.1961,,0.452,,-0.6042,,0.769,,0.8890,,1.785,,1.4204,,01/01/2022,12/31/2022,0.9630,,Yes,
NORTHERN WESTCHESTER HOSPITAL,330162,NY,2024,0.7448,,-1.5902,,01/01/2021,06/30/2022,0.352,,-0.7931,,0.293,,-0.7546,,0.328,,-0.8056,,0.263,,-0.6279,,0.846,,-0.0618,,01/01/2022,12/31/2022,-0.7722,,No,
EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION,330163,NY,2024,N/A,13,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-1.4163,,No,
HIGHLAND HOSPITAL,330164,NY,2024,1.1298,,1.1470,,01/01/2021,06/30/2022,1.725,,1.4938,,1.051,,0.6612,,1.148,,0.5261,,0.375,,-0.2921,,1.696,,1.2799,,01/01/2022,12/31/2022,0.8026,,Yes,
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,NY,2024,N/A,13,N/A,5,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2022,12/31/2022,N/A,5,No,
MOUNT SINAI BETH ISRAEL,330169,NY,2024,0.9326,,-0.5275,,01/01/2021,06/30/2022,0.137,,-1.1513,,0.071,,-1.1692,,0.000,,-1.3383,,0.030,,-1.3264,,1.090,,0.3233,,01/01/2022,12/31/2022,-0.8649,,No,
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,2024,0.9620,,-0.2774,,01/01/2021,06/30/2022,N/A,13,N/A,5,0.580,,-0.2185,,N/A,13,N/A,5,0.994,,1.5635,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.3558,,No,
"SAMARITAN HOSPITAL OF TROY, NEW YORK",330180,NY,2024,1.0023,,0.0646,,01/01/2021,06/30/2022,1.933,,1.8402,,0.869,,0.3213,,0.338,,-0.7894,,0.281,,-0.5739,,0.416,,-0.7406,,01/01/2022,12/31/2022,0.0204,,No,
NORTHWELL HOSPITAL GLEN COVE,330181,NY,2024,0.9587,,-0.3059,,01/01/2021,06/30/2022,N/A,13,N/A,5,0.654,,-0.0803,,0.000,,-1.3383,,0.338,,-0.4031,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.5319,,No,
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,2024,1.0611,,0.5637,,01/01/2021,06/30/2022,0.606,,-0.3701,,0.157,,-1.0086,,1.148,,0.5261,,0.316,,-0.4690,,0.873,,-0.0192,,01/01/2022,12/31/2022,-0.1295,,No,
MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,2024,1.0289,,0.2900,,01/01/2021,06/30/2022,1.772,,1.5721,,1.701,,1.8752,,0.000,,-1.3383,,1.059,,1.7584,,1.520,,1.0021,,01/01/2022,12/31/2022,0.8599,,Yes,
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,2024,1.0813,,0.7357,,01/01/2021,06/30/2022,0.345,,-0.8048,,0.000,,-1.3018,,0.244,,-0.9420,,0.150,,-0.9666,,1.112,,0.3580,,01/01/2022,12/31/2022,-0.4869,,No,
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,2024,1.0296,,0.2963,,01/01/2021,06/30/2022,0.000,,-1.3794,,1.247,,1.0273,,0.835,,0.0178,,0.114,,-1.0746,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.4183,,No,
GLENS FALLS HOSPITAL,330191,NY,2024,1.0634,,0.5836,,01/01/2021,06/30/2022,0.444,,-0.6399,,0.809,,0.2092,,1.621,,1.2943,,0.442,,-0.0913,,0.338,,-0.8637,,01/01/2022,12/31/2022,0.0820,,No,
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,2024,1.2246,,1.9523,,01/01/2021,06/30/2022,1.219,,0.6510,,0.378,,-0.5958,,0.708,,-0.1885,,0.534,,0.1845,,2.069,,1.8687,,01/01/2022,12/31/2022,0.6454,,Yes,
MAIMONIDES MEDICAL CENTER,330194,NY,2024,1.0607,,0.5604,,01/01/2021,06/30/2022,2.461,,2.2883,,0.833,,0.2540,,1.519,,1.1287,,0.932,,1.3776,,1.714,,1.3083,,01/01/2022,12/31/2022,1.1529,,Yes,
LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,2024,1.0372,,0.3607,,01/01/2021,06/30/2022,0.602,,-0.3767,,0.448,,-0.4651,,0.459,,-0.5929,,0.344,,-0.3851,,1.457,,0.9026,,01/01/2022,12/31/2022,-0.0927,,No,
NYC HEALTH + HOSPITALS/CONEY ISLAND,330196,NY,2024,1.0962,,0.8619,,01/01/2021,06/30/2022,0.997,,0.2812,,1.389,,1.2925,,0.000,,-1.3383,,0.302,,-0.5110,,0.920,,0.0550,,01/01/2022,12/31/2022,0.1069,,No,
CANTON-POTSDAM HOSPITAL,330197,NY,2024,1.5062,,2.3062,,01/01/2021,06/30/2022,2.846,,2.2883,,0.331,,-0.6836,,1.423,,0.9728,,1.866,,2.3099,,N/A,13,N/A,5,01/01/2022,12/31/2022,1.4387,,Yes,
MOUNT SINAI SOUTH NASSAU,330198,NY,2024,1.0543,,0.5058,,01/01/2021,06/30/2022,0.881,,0.0880,,0.879,,0.3399,,0.676,,-0.2404,,0.543,,0.2115,,0.955,,0.1102,,01/01/2022,12/31/2022,0.1692,,No,
METROPOLITAN HOSPITAL CENTER,330199,NY,2024,0.9348,,-0.5087,,01/01/2021,06/30/2022,0.696,,-0.2202,,1.116,,0.7826,,0.765,,-0.0959,,0.169,,-0.9097,,0.562,,-0.5101,,01/01/2022,12/31/2022,-0.2437,,No,
KINGS COUNTY HOSPITAL CENTER,330202,NY,2024,1.0620,,0.5718,,01/01/2021,06/30/2022,1.119,,0.4844,,1.355,,1.2290,,3.673,,2.1665,,0.473,,0.0016,,0.947,,0.0976,,01/01/2022,12/31/2022,0.7585,,Yes,
CROUSE HOSPITAL,330203,NY,2024,1.2308,,2.0049,,01/01/2021,06/30/2022,0.391,,-0.7282,,0.449,,-0.4632,,0.811,,-0.0212,,0.329,,-0.4300,,0.761,,-0.1960,,01/01/2022,12/31/2022,0.0277,,No,
BELLEVUE HOSPITAL CENTER,330204,NY,2024,0.9476,,-0.3997,,01/01/2021,06/30/2022,1.591,,1.2706,,1.279,,1.0870,,0.512,,-0.5068,,0.672,,0.5982,,1.724,,1.3241,,01/01/2022,12/31/2022,0.5622,,Yes,
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,2024,0.9203,,-0.6317,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.539,,0.1995,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.2161,,No,
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,2024,1.1842,,1.6088,,01/01/2021,06/30/2022,0.767,,-0.1019,,0.960,,0.4912,,0.604,,-0.3574,,0.557,,0.2535,,0.743,,-0.2244,,01/01/2022,12/31/2022,0.2783,,No,
CLAXTON-HEPBURN MEDICAL CENTER,330211,NY,2024,0.9527,,-0.3571,,01/01/2021,06/30/2022,0.000,,-1.3794,,0.590,,-0.1999,,N/A,13,N/A,5,1.059,,1.7584,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.0445,,No,
NYU Langone Hospitals,330214,NY,2024,0.7039,,-1.5902,,01/01/2021,06/30/2022,0.656,,-0.2868,,0.355,,-0.6388,,0.554,,-0.4386,,0.270,,-0.6069,,0.648,,-0.3744,,01/01/2022,12/31/2022,-0.6559,,No,
"ROME MEMORIAL HOSPITAL, INC",330215,NY,2024,1.4782,,2.3062,,01/01/2021,06/30/2022,N/A,13,N/A,5,0.735,,0.0710,,0.733,,-0.1479,,0.584,,0.3344,,N/A,13,N/A,5,01/01/2022,12/31/2022,0.6409,,Yes,
OSWEGO HOSPITAL,330218,NY,2024,1.0363,,0.3534,,01/01/2021,06/30/2022,N/A,13,N/A,5,0.537,,-0.2989,,N/A,13,N/A,5,0.159,,-0.9397,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.2950,,No,
ERIE COUNTY MEDICAL CENTER,330219,NY,2024,1.8569,,2.3062,,01/01/2021,06/30/2022,0.934,,0.1763,,0.445,,-0.4707,,0.000,,-1.3383,,0.964,,1.4736,,1.390,,0.7969,,01/01/2022,12/31/2022,0.4907,,Yes,
WYCKOFF HEIGHTS MEDICAL CENTER,330221,NY,2024,0.9923,,-0.0202,,01/01/2021,06/30/2022,0.210,,-1.0297,,2.086,,2.3067,,0.931,,0.1737,,0.609,,0.4093,,0.000,,-1.3973,,01/01/2022,12/31/2022,0.0738,,No,
SARATOGA HOSPITAL,330222,NY,2024,1.0336,,0.3299,,01/01/2021,06/30/2022,1.113,,0.4744,,0.381,,-0.5902,,0.507,,-0.5149,,0.277,,-0.5859,,2.457,,2.2744,,01/01/2022,12/31/2022,0.2313,,No,
MASSENA HOSPITAL,330223,NY,2024,1.0555,,0.5160,,01/01/2021,06/30/2022,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.000,,-1.4163,,N/A,13,N/A,5,01/01/2022,12/31/2022,-0.4502,,No,
HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,330224,NY,2024,0.9158,,-0.6701,,01/01/2021,06/30/2022,1.693,,1.4405,,0.000,,-1.3018,,0.866,,0.0681,,0.854,,1.1438,,0.000,,-1.3973,,01/01/2022,12/31/2022,-0.1195,,No,
